vid,Woord,vertaalwoord,role,id
44010017,24,0,o,60
44010017,25,0,o,285
44010017,26,7,o,36
44010017,27,0,o,4561
44010017,28,3,p,11221
44010017,29,10,adv,439
44010017,30,0,adv,9
44010017,31,0,adv,4236
44010018,1,0,,14
44010018,2,1,p,11222
44010018,3,0,p,10510
44010018,4,4,,559
44010018,5,0,s,1752
44010018,6,1,s,80
44010018,7,0,p,11223
44010018,8,0,pc,1753
44010018,9,0,adv,8712
44010018,10,0,p,11193
44010019,1,7,s,36
44010019,2,2,,11
44010019,3,0,s,5748
44010019,4,0,p,11224
44010019,5,1,adv,257
44010019,6,0,adv,258
44010019,7,0,adv,11225
44010019,8,0,p,253
44010019,9,0,s,137
44010019,10,0,s,1842
44010019,11,2,io,129
44010019,12,1,p,3310
44010019,13,0,s,2234
44010019,14,0,s,3054
44010019,15,0,p,368
44010019,16,0,o,592
44010020,1,0,,807
44010020,2,0,p,1590
44010020,3,1,p,8106
44010020,4,0,,14
44010020,5,0,p,7998
44010020,6,2,adv,3983
44010020,7,2,adv,441
44010020,8,2,o,4619
44010020,9,1,p,11227
44010020,10,2,,331
44010020,11,0,s,478
44010020,12,0,p,16117
44010020,13,2,o,103
44010021,1,1,p,2634
44010021,2,2,,11
44010021,3,0,s,1753
44010021,4,9,adv,301
44010021,5,0,adv,15
44010021,6,0,adv,7155
44010021,7,0,p,253
44010021,8,1,p,3310
44010021,9,0,s,478
44010021,10,0,p,488
44010021,11,7,o,271
44010021,12,0,p,4487
44010021,13,2,pc,4929
44010021,14,0,s,91
44010021,15,0,s,3139
44010021,16,1,adv,4307
44010021,17,2,adv,1794
44010021,18,0,p,11229
44010022,1,6,s,228
44010022,2,2,,11
44010022,3,0,p,229
44010022,4,0,s,11177
44010022,5,0,s,11178
44010022,6,0,s,110
44010022,7,0,s,112
44010022,8,0,s,14
44010022,9,0,p,8029
44010022,10,7,o,9
44010022,11,0,o,601
44010022,12,0,p,11230
44010022,13,0,s,3518
44010022,14,0,adv,162
44010022,15,0,adv,11231
44010022,16,0,adv,258
44010022,17,0,adv,9603
44010022,18,0,adv,205
44010022,19,0,adv,206
44010022,20,0,p,11232
44010022,21,0,adv,162
44010022,22,0,adv,10757
44010022,23,0,adv,10565
44010022,24,0,p,11233
44010022,25,0,o,592
44010022,26,3,adv,199
44010022,27,7,adv,9
44010022,28,0,adv,1438
44010022,29,2,adv,17
44010022,30,0,,14
44010022,31,0,p,2247
44010022,32,0,o,6256
44010022,33,0,adv,346
44010022,34,0,adv,136
44010023,1,0,p,11234
44010023,2,0,,84
44010023,3,2,o,103
44010023,4,0,p,11235
44010023,5,0,adv,209
44010023,6,2,,11
44010023,7,0,adv,4450
44010023,8,0,p,1590
44010023,9,4,p,3383
44010023,10,0,adv,3983
44010023,11,2,adv,441
44010023,12,0,,14
44010023,13,5,s,2221
44010023,14,0,s,205
44010023,15,0,s,3296
44010023,16,7,s,205
44010023,17,0,s,87
44010023,18,0,s,11236
44010023,19,0,p,9014
44010023,20,2,adv,129
44010024,1,0,adv,209
44010024,2,7,,11
44010024,3,0,adv,4450
44010024,4,0,p,2097
44010024,5,1,adv,199
44010024,6,7,adv,60
44010024,7,0,adv,11055
44010024,8,7,s,80
44010024,9,2,,11
44010024,10,0,s,11177
44010024,11,3,p,326
44010024,12,1,p,6031
44010024,13,2,o,103
44010024,14,0,p,7097
44010024,15,7,o,15
44010024,16,0,o,7691
44010024,17,2,o,17
44010024,18,0,o,14
44010024,19,7,o,15
44010024,20,1,o,11237
44010024,21,0,o,6842
44010025,1,8,,179
44010025,2,2,,11
44010025,3,4,p,1357
44010025,4,7,adv,258
44010025,5,0,p,2182
44010025,6,7,s,9
44010025,7,0,s,656
44010025,8,0,p,11238
44010025,9,2,o,129
44010025,10,7,s,80
44010025,11,0,s,11177
44010025,12,1,p,613
44010025,13,3,adv,439
44010025,14,6,adv,15
44010025,15,0,adv,2768
44010025,16,0,p,2747
44010026,1,7,s,80
44010026,2,0,,11
44010026,3,0,s,1753
44010026,4,5,p,4597
44010026,5,2,o,425
44010026,6,0,p,130
44010026,7,0,p,11013
44010026,8,1,s,14
44010026,9,0,s,478
44010026,10,0,s,148
44010026,11,0,pc,571
44010026,12,0,p,488
44010027,1,0,,14
44010027,2,0,p,11239
44010027,3,2,adv,129
44010027,4,0,p,2097
44010027,5,0,,14
44010027,6,0,p,2256
44010027,7,0,p,11240
44010027,8,0,s,435
44010028,1,0,p,2406
44010028,2,3,,3518
44010028,3,6,adv,301
44010028,4,2,adv,103
44010028,5,0,s,765
44010028,6,1,p,11241
44010028,7,7,adv,179
44010028,8,0,pc,11242
44010028,9,0,p,521
44010028,10,0,adv,1337
44010028,11,0,adv,11243
44010028,12,2,p,10629
44010028,13,0,p,101
44010028,14,0,p,11244
44010028,15,0,adv,11245
44010028,16,1,io,5958
44010028,17,0,p,6481
44010028,18,7,s,80
44010028,19,0,s,175
44010028,20,1,o,6397
44010028,21,0,o2,11247
44010028,22,0,o2,101
44010028,23,0,o2,11248
44010028,24,2,p,455
44010028,25,0,o,1586
44010029,1,0,,4272
44010029,2,1,adv,14
44010029,3,0,adv,11249
44010029,4,0,p,804
44010029,5,0,p,11250
44010029,6,0,p,11251
44010029,7,0,,84
44010029,8,12,adv,2177
44010029,9,0,adv,5393
44010029,10,0,p,11252
44010029,11,0,o,515
44010030,1,0,,14
44010030,2,7,s,80
44010030,3,0,s,11177
44010030,4,0,p,2406
44010030,5,15,adv,87
44010030,6,0,adv,11253
44010030,7,0,adv,3258
44010030,8,0,adv,2057
44010030,9,2,adv,7372
44010030,10,7,adv,96
44010030,11,0,adv,1679
44010030,12,0,p,4010
44010030,13,0,p,1091
44010030,14,0,,14
44010030,15,0,adv,60
44010030,16,0,adv,3236
44010030,17,0,p,4143
44010030,18,0,adv,105
44010030,19,7,adv,99
44010030,20,0,adv,6168
44010030,21,0,adv,243
44010030,22,0,,14
44010030,23,1,p,2281
44010030,24,0,s,110
44010030,25,0,p,6704
44010030,26,0,adv,6003
44010030,27,0,adv,243
44010030,28,0,adv,105
44010030,29,0,adv,8633
44010030,30,0,adv,11254
44010031,1,0,,14
44010031,2,0,p,2410
44010031,3,0,voc,11186
44010031,4,1,p,5996
44010031,5,0,s,136
44010031,6,7,s,91
44010031,7,0,s,11255
44010031,8,0,,14
44010031,9,7,s,85
44010031,10,0,s,11189
44010031,11,0,s,136
44010031,12,0,p,8640
44010031,13,0,adv,6003
44010031,14,7,adv,36
44010031,15,0,adv,561
44010032,1,0,p,20196
44010032,2,0,,84
44010032,3,0,adv,199
44010032,4,0,adv,11190
44010032,5,0,,14
44010032,6,0,p,11256
44010032,7,0,o,654
44010032,8,7,s,821
44010032,9,0,p,11192
44010032,10,0,pc,1753
44010032,11,0,s,401
44010032,12,0,p,11193
44010032,13,0,adv,105
44010032,14,0,adv,4054
44010032,15,0,adv,4055
44010032,16,0,adv,11257
44010032,17,0,adv,651
44010032,18,0,adv,652
44010033,1,0,adv,5034
44010033,2,0,,84
44010033,3,0,p,11258
44010033,4,1,adv,301
44010033,5,0,adv,592
44010033,6,0,s,231
44010033,7,4,,3518
44010033,8,0,adv,2130
44010033,9,0,p,3255
44010033,10,0,p,7715
44010033,11,0,adv,728
44010033,12,0,,84
44010033,13,0,s,1995
44010033,14,0,s,1074
44010033,15,0,adv,6003
44010033,16,7,adv,36
44010033,17,0,adv,561
44010033,18,0,p,11260
44010033,19,0,p,2247
44010033,20,0,o,610
44010033,21,3,o,357
44010033,22,0,p,11261
44010033,23,0,io,318
44010033,24,9,adv,87
44010033,25,0,adv,36
44010033,26,0,adv,1738
44010034,1,0,p,720
44010034,2,7,,11
44010034,3,0,s,1753
44010034,4,7,o,145
44010034,5,0,o,721
44010034,6,2,o,17
44010034,7,0,p,253
44010034,8,6,adv,3342
44010034,9,0,adv,5521
44010034,10,1,p,11262
44010034,11,0,,331
44010034,12,0,,183
44010034,13,0,p,521
44010034,14,0,pc,11263
44010034,15,7,s,80
44010034,16,0,s,175
44010035,1,0,,807
44010035,2,0,adv,105
44010035,3,0,adv,574
44010035,4,0,adv,11264
44010035,5,3,s,80
44010035,6,0,p,8029
44010035,7,2,o,425
44010035,8,0,,14
44010035,9,0,p,11265
44010035,10,0,o,525
44010035,11,0,pc,6534
44010035,12,2,adv,129
44010035,13,0,p,521
44010036,1,0,o,9
44010036,2,0,o,2194
44010036,3,0,p,3225
44010036,4,0,io,237
44010036,5,0,io,4740
44010036,6,0,io,244
44010036,7,0,p,6947
44010036,8,0,o,1915
44010036,9,0,adv,163
44010036,10,0,adv,3
44010036,11,0,adv,4
44010036,12,0,s,401
44010036,13,0,p,521
44010036,14,0,pc,1852
44010036,15,0,pc,1870
44010037,1,0,s,765
44010037,2,6,p,3284
44010037,3,0,o,145
44010037,4,1,p,8597
44010037,5,0,o,4291
44010037,6,8,adv,754
44010037,7,0,adv,5544
44010037,8,7,adv,96
44010037,9,0,adv,191
44010037,10,0,p,2638
44010037,11,0,adv,87
44010037,12,7,adv,22
44010037,13,0,adv,380
44010037,14,0,adv,59
44010037,15,0,adv,145
44010037,16,0,adv,440
44010037,17,7,o,1384
44010037,18,0,p,19596
44010037,19,0,s,392
44010038,1,0,o,147
44010038,2,7,o,9
44010038,3,0,o,87
44010038,4,0,o,3359
44010038,5,8,,179
44010038,6,0,p,11267
44010038,7,2,o,425
44010038,8,7,s,80
44010038,9,0,s,175
44010038,10,0,adv,493
44010038,11,0,adv,494
44010038,12,0,adv,14
44010038,13,0,adv,6010
44010038,14,7,s,821
44010038,15,0,p,11268
44010038,16,0,p,11269
44010038,17,0,,14
44010038,18,0,p,11270
44010038,19,0,o,220
44010038,20,1,o,15
44010038,21,0,p,11271
44010038,22,0,adv,162
44010038,23,0,adv,36
44010038,24,0,adv,550
44010038,25,2,,331
44010038,26,7,s,80
44010038,27,0,s,175
44010038,28,0,p,326
44010038,29,0,pc,218
44010038,30,2,pc,17
44010039,1,0,,14
44010039,2,0,s,1074
44010039,3,0,pc,7409
44010039,4,0,pc,2431
44010039,5,1,o,7164
44010039,6,0,p,178
44010039,7,0,adv,105
44010039,8,1,adv,3518
44010039,9,0,adv,684
44010039,10,0,adv,6223
44010039,11,0,adv,205
44010039,12,0,adv,206
44010039,13,7,adv,14
44010039,14,0,adv,105
44010039,15,0,adv,3725
44010039,16,7,o,271
44010039,17,1,adv,14
44010039,18,1,p,11272
44010039,19,0,p,10678
44010039,20,9,adv,56
44010039,21,0,adv,10679
44010040,1,0,o,3143
44010040,2,7,s,80
44010040,3,0,s,175
44010040,4,0,p,4597
44010040,5,0,adv,209
44010040,6,0,adv,2852
44010040,7,0,adv,1201
44010040,8,0,,14
44010040,9,0,p,1745
44010040,10,2,s,425
44010040,11,0,pc,11273
44010040,12,0,p,3302
44010041,1,0,adv,781
44010041,2,4,adv,6232
44010041,3,0,adv,1020
44010041,4,0,adv,694
44010041,5,0,adv,807
44010041,6,0,adv,11274
44010041,7,1,adv,795
44010041,8,0,p,11275
44010041,9,0,adv,162
44010041,10,7,adv,36
44010041,11,0,adv,561
44010041,12,0,adv,522
44010041,13,3,s,1291
44010041,14,0,p,11276
44010041,15,0,p,14
44010041,16,0,p,11277
44010041,17,2,adv,129
44010041,18,0,adv,59
44010041,19,7,adv,145
44010041,20,0,p,5237
44010041,21,2,s,425
44010041,22,0,adv,21
44010041,23,0,adv,2910
44010042,1,0,,14
44010042,2,0,p,4982
44010042,3,0,io,522
44010042,4,0,p,6515
44010042,5,0,io,99
44010042,6,0,io,694
44010042,7,0,,14
44010042,8,0,p,11278
44010042,9,0,,331
44010042,10,0,s,401
44010042,11,0,p,521
44010042,12,1,pc,80
44010042,13,0,p,11279
44010042,14,0,adv,162
44010042,15,7,adv,36
44010042,16,0,adv,561
44010042,17,0,pc,885
44010042,18,0,p,3571
44010042,19,0,pc,14
44010042,20,0,pc,2910
44010043,1,0,io,1406
44010043,2,0,s,1995
44010043,3,7,s,228
44010043,4,0,s,1272
44010043,5,0,p,11280
44010043,6,0,o,4105
44010043,7,0,o,4106
44010043,8,0,p,964
44010043,9,0,adv,163
44010043,10,7,adv,258
44010043,11,0,adv,3213
44010043,12,2,adv,17
44010043,13,0,s,6496
44010043,14,1,s,9
44010043,15,0,p,11281
44010043,16,0,adv,199
44010043,17,2,adv,425
44010044,1,0,adv,774
44010044,2,0,p,8468
44010044,3,7,s,194
44010044,4,0,s,5748
44010044,5,7,o,357
44010044,6,0,o,6256
44010044,7,0,o,5203
44010044,8,2,p,5992
44010044,9,0,s,137
44010044,10,0,s,1842
44010044,11,7,s,137
44010044,12,0,s,5608
44010044,13,0,adv,439
44010044,14,0,adv,220
44010044,15,1,adv,15
44010044,16,0,p,10609
44010044,17,0,o,9
44010044,18,0,o,2194
44010045,1,0,,14
44010045,2,0,p,4961
44010045,3,0,s,228
44010045,4,0,s,21
44010045,5,0,s,10782
44010045,6,0,s,7883
44010045,7,2,s,2659
44010045,8,0,p,11282
44010045,9,7,adv,99
44010045,10,0,adv,2857
44010045,11,0,,331
44010045,12,1,adv,14
44010045,13,0,adv,439
44010045,14,0,adv,357
44010045,15,0,adv,4525
44010045,16,0,s,91
44010045,17,0,s,11283
44010045,18,0,s,258
44010045,19,0,s,109
44010045,20,0,s,548
44010045,21,0,p,11284
44010046,1,0,p,5096
44010046,2,0,,138
44010046,3,2,s,154
44010046,4,0,p,8698
44010046,5,1,adv,5931
44010046,6,0,,14
44010046,7,0,p,11285
44010046,8,7,o,9
44010046,9,0,o,601
44010046,10,0,adv,245
44010046,11,0,p,5161
44010046,12,0,s,1753
44010047,1,1,,1300
44010047,2,0,o,145
44010047,3,0,o,2925
44010047,4,0,p,4369
44010047,5,0,p,11286
44010047,6,4,s,2069
44010047,7,7,adv,258
44010047,8,7,adv,114
44010047,9,0,p,510
44010047,10,0,s,1335
44010047,11,3,s,1291
44010047,12,0,o,145
44010047,13,0,o,534
44010047,14,7,o,145
44010047,15,0,o,1230
44010047,16,0,p,2138
44010047,17,1,,179
44010047,18,1,s,14
44010047,19,0,s,1074
44010048,1,0,p,11287
44010048,2,6,,11
44010048,3,2,s,441
44010048,4,0,adv,105
44010048,5,0,adv,677
44010048,6,0,adv,1319
44010048,7,0,adv,3
44010048,8,0,adv,4
44010048,9,0,p,510
44010048,10,0,adv,245
44010048,11,0,p,6565
44010048,12,2,s,425
44010048,13,1,p,11288
44010048,14,0,adv,552
44010048,15,5,adv,11102
44011001,1,0,p,2345
44011001,2,2,,11
44011001,3,0,s,228
44011001,4,0,s,5046
44011001,5,0,s,14
44011001,6,0,s,228
44011001,7,0,s,2278
44011001,8,1,s,228
44011001,9,0,p,1256
44011001,10,0,pc,344
44011001,11,7,pc,60
44011001,12,0,pc,6212
44011001,13,0,,331
44011001,14,1,s,14
44011001,15,0,s,1190
44011001,16,0,s,1191
44011001,17,0,p,7199
44011001,18,0,o,9
44011001,19,0,o,2194
44011001,20,7,o,36
44011001,21,0,o,561
44011002,1,0,,1358
44011002,2,7,,11
44011002,3,0,p,715
44011002,4,0,s,1753
44011002,5,0,adv,199
44011002,6,0,adv,3725
44011002,7,1,p,11289
44011002,8,6,adv,301
44011002,9,2,adv,425
44011002,10,6,s,228
44011002,11,0,s,21
44011002,12,0,s,10782
44011003,1,0,p,201
44011003,2,4,,331
44011003,3,0,p,3524
44011003,4,3,adv,301
44011003,5,0,adv,7155
44011003,6,0,o,11291
44011003,7,0,p,700
44011003,8,0,,14
44011003,9,0,p,11292
44011003,10,2,adv,441
44011004,1,0,p,2638
44011004,2,2,,11
44011004,3,0,s,1753
44011004,4,0,p,13272
44011004,5,2,io,441
44011004,6,0,adv,5960
44011004,7,0,p,130
44011005,1,0,s,478
44011005,2,0,p,4010
44011005,3,0,adv,105
44011005,4,0,adv,6236
44011005,5,0,adv,11162
44011005,6,0,p,4143
44011005,7,0,,14
44011005,8,0,p,8805
44011005,9,0,adv,105
44011005,10,1,adv,4962
44011005,11,0,o,2909
44011005,12,1,p,536
44011005,13,0,s,10048
44011005,14,7,s,9077
44011005,15,0,,179
44011005,16,0,s,11206
44011005,17,0,s,281
44011005,18,0,adv,11207
44011005,19,3,adv,11208
44011005,20,0,p,11295
44011005,21,0,adv,21
44011005,22,0,adv,36
44011005,23,0,adv,1149
44011005,24,0,,14
44011005,25,0,p,2117
44011005,26,1,adv,10816
44011005,27,0,adv,757
44011006,1,1,adv,199
44011006,2,2,adv,1794
44011006,3,0,p,10435
44011006,4,0,p,11296
44011006,5,0,,14
44011006,6,0,p,8805
44011006,7,0,o,357
44011006,8,0,o,11297
44011006,9,0,o,22
44011006,10,0,o,768
44011006,11,0,o,14
44011006,12,0,o,357
44011006,13,0,o,11298
44011006,14,0,o,14
44011006,15,0,o,357
44011006,16,0,o,11299
44011006,17,0,o,14
44011006,18,0,o,357
44011006,19,0,o,1148
44011006,20,0,o,36
44011006,21,0,o,1149
44011007,1,0,p,9349
44011007,2,2,,11
44011007,3,1,adv,14
44011007,4,2,s,3838
44011007,5,0,p,11300
44011007,6,0,io,263
44011007,7,0,p,1590
44011007,8,0,voc,8408
44011007,9,0,p,11212
44011007,10,0,p,14
44011007,11,0,p,7474
44011008,1,0,p,2814
44011008,2,0,,11
44011008,3,0,adv,11213
44011008,4,0,voc,1313
44011008,5,2,,331
44011008,6,0,s,11215
44011008,7,0,s,101
44011008,8,0,s,4746
44011008,9,0,adv,1327
44011008,10,0,p,2097
44011008,11,1,adv,199
44011008,12,7,adv,145
44011008,13,0,adv,721
44011008,14,0,adv,243
44011009,1,0,p,5161
44011009,2,0,,11
44011009,3,2,s,349
44011009,4,10,adv,21
44011009,5,0,adv,4151
44011009,6,0,adv,21
44011009,7,0,adv,36
44011009,8,0,adv,1149
44011009,9,1,o,1953
44011009,10,7,s,80
44011009,11,0,s,175
44011009,12,0,p,11216
44011009,13,0,s,231
44011009,14,0,adv,114
44011009,15,1,p,11217
44011010,1,0,s,155
44011010,2,2,,11
44011010,3,4,p,1357
44011010,4,12,adv,439
44011010,5,0,adv,4124
44011010,6,0,,14
44011010,7,0,p,11301
44011010,8,0,adv,598
44011010,9,2,s,10570
44011010,10,0,adv,199
44011010,11,0,adv,9
44011010,12,0,adv,2594
44011011,1,0,,14
44011011,2,1,p,3310
44011011,3,0,adv,5034
44011011,4,0,s,3054
44011011,5,0,s,2234
44011011,6,3,p,11221
44011011,7,10,adv,439
44011011,8,0,adv,60
44011011,9,0,adv,285
44011011,10,0,pc,105
44011011,11,2,pc,3879
44011011,12,0,p,11302
44011011,13,0,p,8164
44011011,14,0,adv,87
44011011,15,0,adv,2819
44011011,16,0,adv,301
44011011,17,0,adv,515
44011012,1,0,p,253
44011012,2,2,,11
44011012,3,0,s,137
44011012,4,0,s,1842
44011012,5,0,io,263
44011012,6,0,p,102
44011012,7,2,adv,441
44011012,8,2,o,4619
44011012,9,1,p,11303
44011012,10,0,p,2649
44011012,11,2,,11
44011012,12,0,adv,3983
44011012,13,0,adv,1910
44011012,14,1,s,14
44011012,15,7,s,228
44011012,16,0,s,2883
44011012,17,0,s,2278
44011012,18,0,s,564
44011012,19,0,,14
44011012,20,0,p,11304
44011012,21,1,adv,199
44011012,22,0,adv,9
44011012,23,0,adv,1438
44011012,24,0,adv,36
44011012,25,0,adv,11089
44011013,1,0,p,7078
44011013,2,7,,11
44011013,3,0,io,522
44011013,4,0,,1169
44011013,5,0,p,533
44011013,6,0,s,9
44011013,7,0,s,1982
44011013,8,0,adv,105
44011013,9,7,adv,99
44011013,10,0,adv,6168
44011013,11,2,adv,17
44011013,12,0,p,11305
44011013,13,0,,14
44011013,14,0,p,11185
44011013,15,0,p,1527
44011013,16,0,adv,199
44011013,17,0,adv,11190
44011013,18,0,,14
44011013,19,0,p,11191
44011013,20,0,o,654
44011013,21,1,o,9
44011013,22,0,p,11306
44011013,23,0,pc,656
44011014,1,7,s,821
44011014,2,0,p,9872
44011014,3,0,o,6256
44011014,4,2,adv,301
44011014,5,0,adv,592
44011014,6,5,adv,105
44011014,7,2,adv,6190
44011014,8,0,p,13986
44011014,9,0,s,231
44011014,10,0,s,14
44011014,11,4,s,853
44011014,12,7,s,80
44011014,13,0,s,3369
44011014,14,0,s,136
44011015,1,19,adv,105
44011015,2,7,,11
44011015,3,7,adv,677
44011015,4,0,p,11308
44011015,5,0,s,515
44011015,6,0,p,2164
44011015,7,2,p,5992
44011015,8,0,s,137
44011015,9,0,s,1842
44011015,10,7,s,137
44011015,11,0,s,5608
44011015,12,0,adv,540
44011015,13,2,adv,103
44011015,14,0,,1024
44011015,15,1,adv,14
44011015,16,0,adv,1620
44011015,17,0,adv,1078
44011015,18,0,adv,105
44011015,19,0,adv,8731
44011016,1,0,p,11309
44011016,2,2,,11
44011016,3,0,o,258
44011016,4,0,o,4245
44011016,5,0,o,36
44011016,6,0,o,1738
44011016,7,8,,179
44011016,8,0,p,1669
44011016,9,4,,331
44011016,10,0,s,392
44011016,11,0,,479
44011016,12,0,p,11051
44011016,13,0,adv,482
44011016,14,0,s,765
44011016,15,0,,11
44011016,16,0,p,11310
44011016,17,0,adv,105
44011016,18,0,adv,493
44011016,19,0,adv,494
44011017,1,0,,559
44011017,2,0,,84
44011017,3,0,o,60
44011017,4,1,o,11311
44011017,5,0,o,8957
44011017,6,0,p,1745
44011017,7,2,io,441
44011017,8,7,s,80
44011017,9,0,s,175
44011017,10,0,,179
44011017,11,1,io,14
44011017,12,0,,11312
44011017,13,3,p,5928
44011017,14,0,adv,439
44011017,15,0,adv,9
44011017,16,0,adv,600
44011017,17,0,adv,147
44011017,18,0,adv,4301
44011017,19,0,s,478
44011017,20,2,pc,444
44011017,21,0,p,4010
44011017,22,0,pc,6108
44011017,23,0,p,11286
44011017,24,7,o,9
44011017,25,0,o,601
44011018,1,0,p,268
44011018,2,7,,11
44011018,3,0,o,5203
44011018,4,0,p,8625
44011018,5,0,,14
44011018,6,0,p,1582
44011018,7,7,o,9
44011018,8,0,o,601
44011018,9,0,p,201
44011018,10,0,,1311
44011018,11,1,io,14
44011018,12,0,io,1261
44011018,13,0,io,1836
44011018,14,7,s,80
44011018,15,0,s,175
44011018,16,0,o,60
44011018,17,0,o,483
44011018,18,20,o,199
44011018,19,0,o,1287
44011018,20,0,p,1745
44011019,1,1,s,228
44011019,2,0,,479
44011019,3,0,,84
44011019,4,0,p,10953
44011019,5,3,adv,87
44011019,6,0,adv,22
44011019,7,0,adv,2372
44011019,8,1,adv,96
44011019,9,3,p,1453
44011019,10,6,adv,573
44011019,11,0,adv,11314
44011019,12,0,p,14970
44011019,13,0,adv,88
44011019,14,0,adv,11315
44011019,15,0,adv,14
44011019,16,0,adv,11316
44011019,17,0,adv,14
44011019,18,0,adv,11317
44011019,19,0,io,1379
44011019,20,0,p,1841
44011019,21,0,o,9
44011019,22,0,o,2194
44011019,23,1,,775
44011019,24,0,adv,776
44011019,25,0,adv,1001
44011019,26,0,io,4517
44011020,1,0,p,661
44011020,2,2,,11
44011020,3,3,s,2221
44011020,4,0,s,76
44011020,5,2,s,154
44011020,6,0,pc,2234
44011020,7,0,pc,11318
44011020,8,0,pc,14
44011020,9,0,pc,11319
44011020,10,3,s,1291
44011020,11,0,p,283
44011020,12,1,adv,199
44011020,13,0,adv,11320
44011020,14,0,p,10568
44011020,15,0,adv,14
44011020,16,7,adv,301
44011020,17,0,adv,15
44011020,18,0,adv,11125
44011020,19,0,p,7105
44011020,20,0,o,9
44011020,21,0,o,600
44011020,22,0,o,147
44011021,1,0,,14
44011021,2,0,p,326
44011021,3,0,s,907
44011021,4,0,s,125
44011021,5,0,pc,218
44011021,6,2,pc,154
44011021,7,4,s,354
44011021,8,4,,3518
44011021,9,0,s,10504
44011021,10,1,s,80
44011021,11,0,p,5924
44011021,12,0,p,7093
44011021,13,9,adv,439
44011021,14,0,adv,9
44011021,15,0,adv,600
44011022,1,0,p,351
44011022,2,2,,11
44011022,3,0,s,80
44011022,4,4,s,945
44011022,5,1,adv,199
44011022,6,0,adv,357
44011022,7,0,adv,2002
44011022,8,0,adv,22
44011022,9,1,adv,3042
44011022,10,1,adv,96
44011022,11,0,p,8954
44011022,12,0,pc,105
44011022,13,0,pc,3725
44011022,14,2,s,257
44011022,15,2,s,154
44011022,16,0,,14
44011022,17,1,p,8207
44011022,18,0,o,11321
44011022,19,0,adv,88
44011022,20,0,adv,11317
44011023,1,7,s,821
44011023,2,0,p,7715
44011023,3,0,,14
44011023,4,0,p,330
44011023,5,0,o,60
44011023,6,0,o,6062
44011023,7,7,o,60
44011023,8,7,o,36
44011023,9,0,o,561
44011023,10,0,p,8496
44011023,11,0,,14
44011023,12,0,p,3092
44011023,13,0,s,220
44011023,14,0,adv,209
44011023,15,0,adv,11322
44011023,16,0,adv,22
44011023,17,0,adv,2207
44011023,18,2,p,11323
44011023,19,0,adv,105
44011023,20,0,adv,99
44011023,21,0,adv,924
44011024,1,2,,331
44011024,2,0,p,326
44011024,3,0,pc,110
44011024,4,0,pc,2210
44011024,5,0,pc,14
44011024,6,0,pc,6473
44011024,7,0,pc,108
44011024,8,0,pc,109
44011024,9,0,pc,14
44011024,10,0,pc,11324
44011024,11,0,,14
44011024,12,0,p,11325
44011024,13,0,s,1692
44011024,14,2,s,489
44011024,15,0,io,99
44011024,16,0,io,924
44011025,1,4,p,3383
44011025,2,6,,11
44011025,3,3,adv,199
44011025,4,0,adv,11128
44011025,5,0,p,11326
44011025,6,0,o,11081
44011026,1,0,,14
44011026,2,0,p,1927
44011026,3,0,p,6489
44011026,4,0,adv,199
44011026,5,0,adv,11320
44011026,6,4,p,1357
44011026,7,6,,11
44011026,8,2,adv,441
44011026,9,1,adv,14
44011026,10,0,adv,6521
44011026,11,0,adv,2870
44011026,12,0,p,10506
44011026,13,0,adv,105
44011026,14,0,adv,209
44011026,15,1,adv,3041
44011026,16,0,,14
44011026,17,0,p,11327
44011026,18,0,o,1683
44011026,19,2,o,11328
44011026,20,1,p,11329
44011026,21,4,,3518
44011026,22,0,adv,11330
44011026,23,0,adv,105
44011026,24,0,adv,11331
44011026,25,0,s,15
44011026,26,0,s,1744
44011026,27,0,pc,11332
44011027,1,0,adv,105
44011027,2,0,adv,3581
44011027,3,2,,11
44011027,4,7,adv,3582
44011027,5,0,adv,389
44011027,6,0,p,12029
44011027,7,0,adv,87
44011027,8,0,adv,2662
44011027,9,0,s,1272
44011027,10,0,adv,199
44011027,11,0,adv,11320
44011028,1,0,p,1590
44011028,2,7,,11
44011028,3,0,s,1462
44011028,4,0,s,76
44011028,5,2,s,154
44011028,6,0,adv,3356
44011028,7,0,pc,11334
44011028,8,0,p,20182
44011028,9,0,adv,163
44011028,10,0,adv,258
44011028,11,0,adv,548
44011028,12,1,s,11336
44011028,13,0,s,281
44011028,14,0,p,11337
44011028,15,5,p,11338
44011028,16,2,pc,1620
44011028,17,0,pc,697
44011028,18,0,pc,60
44011028,19,0,pc,6205
44011028,20,3,s,4451
44011028,21,3,p,1357
44011028,22,5,adv,56
44011028,23,0,adv,11339
44011029,1,0,,205
44011029,2,2,,11
44011029,3,0,,1475
44011029,4,0,,3338
44011029,5,0,p,11340
44011029,6,7,s,2069
44011029,7,0,p,11341
44011029,8,2,s,3115
44011029,9,2,s,154
44011029,10,4,adv,199
44011029,11,0,adv,7304
44011029,12,0,p,8205
44011029,13,0,io,237
44011029,14,1,p,10262
44011029,15,0,adv,105
44011029,16,7,adv,209
44011029,17,0,adv,3787
44011029,18,0,io,4501
44011030,1,1,o,1384
44011030,2,1,adv,14
44011030,3,0,p,2916
44011030,4,0,p,11342
44011030,5,1,adv,301
44011030,6,0,adv,15
44011030,7,0,adv,6832
44011030,8,0,adv,163
44011030,9,0,adv,6172
44011030,10,0,adv,11343
