parsT,pars,vv,aspect,tijd,toestand,vorm,modus,persoon,naamval,getal,geslacht,extra
V-RPI-3S,V-RCMI-3S,V,R,R,C,M,I,3,,S,,
V-IPI-3P,V-PIMI-3P,V,I,P,I,M,I,3,,P,,
PREP,ADV,ADV,,,,,,,,,,
V-PPN,V-NIMN,V,P,N,I,M,N,,,,,
CONJ-N,ADV-N,ADV,,,,,,,,,,N
PART-N,PART-N,,,,,,,,,,,N
I-ASN,X-ASN,X,I,,,,,,A,S,N,
V-AAS-2S,V-NNAS-2S,V,A,N,N,A,S,2,,S,,
V-2AAN,V-NNAN,V,2A,N,N,A,N,,,,,
V-PAM-2P,V-RIAI-2P,V,P,R,I,A,I,2,,P,,
V-2AAS-1S,V-NNAS-1S,V,A,N,N,A,S,1,,S,,
V-2AAI-3S,V-NNAI-3S,V,2A,N,N,A,I,3,,S,,
V-LPI-3S,V-PCMI-3S,V,L,P,C,M,I,3,,S,,
V-2AAP-GSM,V-NNAP-GSM,V,2A,N,N,A,P,,G,S,M,
V-2AAP-NSM,V-NNAP-NSM,V,2A,N,N,A,P,,N,S,M,
V-PPI-3P,V-RIMI-3P,V,P,R,I,M,I,3,,P,,
V-RAS-2P,V-NIAS-2P,V,R,N,I,A,S,2,,P,,
V-2AAS-3S,V-NNAS-3S,V,A,N,N,A,S,3,,S,,
V-2AAM-3S,V-NNAM-3S,V,2A,N,N,A,M,3,,S,,
V-2AAM-2P,V-NNAM-2P,V,2A,N,N,A,M,2,,P,,
V-2AAI-2P,V-NNAI-2P,V,2A,N,N,A,I,2,,P,,
V-PAP-DPN,V-RIAI-3P,V,P,R,I,A,I,3,,P,,
V-2AAM-2S,V-NNMM-2S,V,2A,N,N,M,M,2,,S,,
ADV,PREP+2,PREP,,,,,,,,,,
V-2AAP-GPM,V-NNAP-GPM,V,2A,N,N,A,P,,G,P,M,
ADV,ADV-N,ADV,,,,,,,,,,N
V-2AAP-ASM,V-NNAP-ASM,V,2A,N,N,A,P,,A,S,M,
V-2APS-2P,V-NNAS-2P,V,2A,N,N,A,S,2,,P,,
A-ASM/A-APN,A-APN,A,,,,,,,A,P,N,
V-AAI-3P,V-NNPI-3P,V,A,N,N,P,I,3,,P,,
P-1GS,S-1GSN,,,,,,,,,,,
A-NSM,A-NSM-S,A,,,,,,,N,S,M,S
V-2AAS-1P,V-NNAS-1P,V,A,N,N,A,S,1,,P,,
V-PPI-2P,V-RIMI-2P,V,P,R,I,M,I,2,,P,,
V-PPM-2P,V-NIMM-2P,V,P,N,I,M,M,2,,P,,
D-NSF,P-NSF,P,,,,,,,N,S,F,
V-2AAI-2S,V-NNAI-2S,V,2A,N,N,A,I,2,,S,,
ADV,P-GSM,P,,,,,,,G,S,M,
V-PAI-2P/V-PAM-2P,V-RIAI-2P,V,P,R,I,A,I,2,,P,,
V-PMI-2P/V-PMM-2P,V-RIMI-2P,V,P,R,I,M,I,2,,P,,
A-NPM,A-NPM-C,A,,,,,,,N,P,M,C
PRT,V-NIAS-3S,V,,N,I,A,S,3,,S,,
V-2AAI-3P/V-2AAI-1S,V-NNAI-3P,V,2A,N,N,A,I,3,,P,,
V-FAP-NSM,V-NIAP-NSM,V,F,N,I,A,P,,N,S,M,
V-PPI-1S,V-FIMI-1S,V,F,F,I,M,I,1,,S,,
V-RPI-3P,V-RCMI-3P,V,R,R,C,M,I,3,,P,,
S-2NPM,S-2DSM,S,,,,,,2,D,S,M,
V-2AAP-NPM,V-NNAP-NPM,V,2A,N,N,A,P,,N,P,M,
PREP,A-NSN,A,,,,,,,N,S,N,
PREP/A-NSN,A-NSN,A,,,,,,,N,S,N,
V-PPS-3S,V-NIMS-3S,V,P,N,I,M,S,3,,S,,
V-PAP-NSN,R-ASM,R,,,,,,,A,S,M,
V-RPM-2S,V-RCMM-2S,V,R,R,C,M,M,2,,S,,
V-RPN,V-NCMN,V,R,N,C,M,N,,,,,
V-RPP-ASM,V-NIMP-ASM,V,R,N,I,M,P,,A,S,M,
V-AMN,V-NNMS-2P,V,A,N,N,M,S,2,,P,,
V-FXI-3S,V-FIAI-3S,V,F,F,I,A,I,3,,S,,
V-PAS-2S,V-FIAS-2S,V,A,F,I,A,S,2,,S,,
V-IMI-3P,V-NNMI-3P,V,I,N,N,M,I,3,,P,,
V-AAI-3P,V-NNAI-3P,V,A,N,N,A,I,3,,P,,
V-IAI-3P,V-NNAI-3P,V,I,N,N,A,I,3,,P,,
Q-GPF,Q-GPN,Q,,,,,,,G,P,N,
V-2AAI-1S,V-NNAI-1S,V,2A,N,N,A,I,1,,S,,
V-2AAS-3P,V-NNAS-3P,V,A,N,N,A,S,3,,P,,
I-ASN,PRT-I,PRT,,,,,,,,,,
V-PPI-1S,V-RIMI-1S,V,P,R,I,M,I,1,,S,,
V-IPI-3S,V-PIMI-3S,V,I,P,I,M,I,3,,S,,
A-NSF,A-NSF-S,A,,,,,,,N,S,F,S
V-2AAM-2S,V-NNAM-2S,V,2A,N,N,A,M,2,,S,,
V-FPN,V-FIPI-2P,V,F,F,I,P,I,2,,P,,
P-NSF/D-NSF,P-NSF,P,,,,,,,N,S,F,
V-PAI-2P/V-PAM-2P,V-NIAM-2P,V,P,N,I,A,M,2,,P,,
V-PMI-2P/V-PMM-2P,V-NIMM-2P,V,P,N,I,M,M,2,,P,,
A-GPM,A-GPM-C,A,,,,,,,G,P,M,C
V-PAI-2S,V-RIAI-2P,V,P,R,I,A,I,2,,P,,
V-2AAP-NPF,V-NNAP-NPF,V,2A,N,N,A,P,,N,P,F,
V-FDI-2S,V-FIAI-2S,V,F,F,I,A,I,2,,S,,
V-IAI-3S,V-NNAI-3S,V,I,N,N,A,I,3,,S,,
V-2AAP-NSF,V-NNAP-NSF,V,2A,N,N,A,P,,N,S,F,
V-AAO-3P,V-NNAO-3P,V,A,N,N,A,O,3,,P,,
V-RPP-VPM,V-NCMP-VPM,,R,,,,,,,,,
V-2FDI-3S/V-AAS-3S,V-NNAS-3S,V,A,N,N,A,S,3,,S,,
V-PPM-2S,V-NIMM-2S,V,P,N,I,M,M,2,,S,,
A-NSM,A-NSM-N,A,,,,,,,N,S,M,N
V-PAP-DPN/V-PAI-3P,V-NIAP-DPN,V,P,N,I,A,P,,D,P,N,
A-ASM,A-ASM-N,A,,,,,,,A,S,M,N
V-FAI-1S/V-AAS-1S,V-NNAS-1S,V,A,N,N,A,S,1,,S,,
V-PPI-2S,V-RIMI-2S,V,P,R,I,M,I,2,,S,,
V-PAN,V-NNAN,V,P,N,N,A,N,,,,,
N-GSF/V-PAP-NSM,V-NIAP-NSM,V,P,N,I,A,P,,N,S,M,
V-RPI-2S,V-RCMI-2S,V,R,R,C,M,I,2,,S,,
A-NPM,A-VPM,A,,,,,,,V,P,M,
T-NPM,T-VPM,T,,,,,,,V,P,M,
N-NPM,N-VPM,N,,,,,,,V,P,M,
V-PMI-3S,V-FIMI-3S,V,P,F,I,M,I,3,,S,,
ARAM,N-GSN,N,,,,,,,G,S,N,
ARAM,N-DSN,N,,,,,,,D,S,N,
V-FAI-3S/V-FAI-2P,V-FIAI-2P,V,F,F,I,A,I,2,,P,,
P-NSF/D-NSF,D-NSF,D,,,,,,,N,S,F,
ADV,ADV-C,ADV,,,,,,,,,,C
V-AAI-3S,V-NNPI-3S,V,A,N,N,P,I,3,,S,,
R-GSN,ADV,ADV,,,,,,,,,,
V-AAS-3S,V-NNAP-DSF,V,A,N,N,A,P,,D,S,F,
V-2API-3P,V-NNAI-3P,V,2A,N,N,A,I,3,,P,,
R-ASN,T-NSM,T,,,,,,,N,S,M,
A-NPN,CONJ,CONJ,,,,,,,,,,
V-RPI-2P,V-RCMI-2P,V,R,R,C,M,I,2,,P,,
A-GPM,A-GPM-S,A,,,,,,,G,P,M,S
A-ASN/ADV,A-ASN,A,,,,,,,A,S,N,
V-PPM-3S,V-NIMM-3S,V,P,N,I,M,M,3,,S,,
V-PAI-2P,V-NIAM-2P,V,P,N,I,A,M,2,,P,,
V-FMN,V-FIMI-2P,V,F,F,I,M,I,2,,P,,
V-PAS-3S,V-RIAI-3S,V,P,R,I,A,I,3,,S,,
V-FDN,V-NIMN,V,2A,N,I,M,N,,,,,
V-RPI-1S,V-RCMI-1S,V,R,R,C,M,I,1,,S,,
R-NSN,T-NSM,T,,,,,,,N,S,M,
D-GPM/D-GPN,D-GPN,D,,,,,,,G,P,N,
V-FAN,V-NIAN,V,F,N,I,A,N,,,,,
V-RPP-NSM,V-NIMP-NSM,V,R,N,I,M,P,,N,S,M,
V-PPI-1P,V-RIMI-1P,V,P,R,I,M,I,1,,P,,
I-DSM/I-DSF,I-DSN,I,,,,,,,D,S,N,
V-2AAI-1P,V-NNAI-1P,V,2A,N,N,A,I,1,,P,,
V-FMN,V-FIPI-2P,V,F,F,I,P,I,2,,P,,
V-2AAP-DPM,V-NNAP-DPM,V,2A,N,N,A,P,,D,P,M,
A-ASN,A-ASN-N,A,,,,,,,A,S,N,N
V-RPM-2P,V-RPM-2P,V,R,R,I,M,M,2,,P,,
V-2AAI-3S,V-NNAI-3P,V,2A,N,N,A,I,3,,P,,
ADV,A-DSF,A,,,,,,,D,S,F,
"N-ASM,N-ASM","N-ASM,N-ASM",,,,,,,,A,S,M,
"N-GSM,N-GSM","N-GSM,N-GSM",,,,,,,,G,S,M,
V-ADI-1S,V-NNPI-1S,V,A,N,N,P,I,1,,S,,
V-IAI-3P,V-PIAI-1S,V,I,P,I,A,I,1,,S,,
V-2AAP-ASN,V-NNAP-ASN,V,2A,N,N,A,P,,A,S,N,
V-RPM-2S,V-RPM-2S,V,R,R,I,M,M,2,,S,,
V-2AAM-3P,V-NNAM-3P,V,2A,N,N,A,M,3,,P,,
V-ADO-1S,V-NNMO-1S,V,A,N,N,M,O,1,,S,,
ADV-I,ADV,ADV,,,,,,,,,,
ADV-C,ADV,ADV,,,,,,,,,,
V-IPI-1P,V-PIMI-1P,V,I,P,I,M,I,1,,P,,
V-AMP-NPM,V-NNMP-NPM,V,A,N,N,M,P,,N,P,M,
"N-GSM,N-GSN","N-GSM,N-GSN",,,,,,,,G,S,M,
V-FAI-2P,V-FIAS-2P,V,A,F,I,A,S,2,,P,,
V-ADI-3P,V-NNPI-3P,V,A,N,N,P,I,3,,P,,
V-PAI-3S,V-NIAS-3S,V,P,N,I,A,S,3,,S,,
A-APN,N-APN,N,,,,,,,A,P,N,
V-FMI-3P,V-FIMS-3P,V,A,F,I,M,S,3,,P,,
V-AAI-3S,V-NNAI-3S,V,A,N,N,A,I,3,,S,,
V-FPI-3S,V-FIMI-3S,V,F,F,I,M,I,3,,S,,
V-AAO-3S,V-NNAO-3S,V,A,N,N,A,O,3,,S,,
V-IPI-1S,V-PIMI-1S,V,I,P,I,M,I,1,,S,,
V-APS-1S,V-NNPS-1S,V,A,N,N,P,S,1,,S,,
V-RAS-1P,V-NIAS-1P,V,R,N,I,A,S,1,,P,,
V-PPS-2P,V-NIMS-2P,V,P,N,I,M,S,2,,P,,
V-2AAI-1S,V-NNAM-1S,V,2A,N,N,A,M,1,,S,,
A-APM,A-APM-S,A,,,,,,,A,P,M,S
V-RPP-APM,V-NIMP-APM,V,R,N,I,M,P,,A,P,M,
CONJ,CONJ-N,CONJ,,,,,,,,,,N
A-DSN,A-DSN-N,A,,,,,,,D,S,N,N
V-RAN,V-NNAN,V,R,N,N,A,N,,,,,
V-PPM-3S,V-FNMM-3S,V,P,F,N,M,M,3,,S,,
V-IPI-2P,V-PIMI-2P,V,I,P,I,M,I,2,,P,,
V-PAS-1S,V-RIAI-1S,V,P,R,I,A,I,1,,S,,
V-RAS-1S,V-NIAS-1S,V,R,N,I,A,S,1,,S,,
V-2AAO-3S,V-NNAS-3S,V,2A,N,N,A,S,3,,S,,
V-FDI-1S,V-FIMS-1S,V,A,F,I,M,S,1,,S,,
V-PPS-3P,V-NIMS-3P,V,P,N,I,M,S,3,,P,,
V-PPM-3P,V-NIMM-3P,V,P,N,I,M,M,3,,P,,
V-AMN,V-NNMN,V,A,N,N,M,N,,,,,
V-PMS-2S,V-RIPS-2S,V,P,R,I,P,S,2,,S,,
V-PAM-3S,V-FNAM-3S,V,P,F,N,A,M,3,,S,,
ARAM,HEB,HEB,,,,,,,,,,
V-2API-1P,V-NNAI-1P,V,2A,N,N,A,I,1,,P,,
V-2AAS-2P,V-NNAS-2P,V,A,N,N,A,S,2,,P,,
COND,PRT,PRT,,,,,,,,,,
V-RPP-GSF,V-NIMP-GSF,V,R,N,I,M,P,,G,S,F,
V-RPP-NSF,V-NIMP-NSF,V,R,N,I,M,P,,N,S,F,
V-2AMI-1P,V-NNMI-1P,V,2A,N,N,M,I,1,,P,,
V-RPI-1P,V-RCMI-1P,V,R,R,C,M,I,1,,P,,
ADV-C,A-ASM-C,A,,,,,,,A,S,M,C
V-PNI-2P,V-NIMM-2P,V,P,N,I,M,M,2,,P,,
V-PPS-1S,V-NIMS-1S,V,P,N,I,M,S,1,,S,,
PRT-I,X-NSN,X,,,,,,,N,S,N,
V-2APS-1P,V-NNAS-1P,V,2A,N,N,A,S,1,,P,,
T-VPM,T-NPM,T,,,,,,,N,P,M,
V-PAP-VPM,V-NIAP-NPM,V,P,N,I,A,P,,N,P,M,
V-PAI-1P,V-NIAS-1P,V,P,N,I,A,S,1,,P,,
V-2AAS-3S,V-NNAO-3S,V,P,N,N,A,O,3,,S,,
ADV,ADV-S,ADV,,,,,,,,,,S
V-PPM-2P,V-RIMI-2P,V,P,R,I,M,I,2,,P,,
V-RAM-2P,V-RIAI-2P,V,R,R,I,A,I,2,,P,,
A-NPM,N-VPM,N,,,,,,,V,P,M,
T-VPF,T-VPF,,,,,,,,,,,
V-FDI-3P,V-FIAI-3P,V,F,F,I,A,I,3,,P,,
V-2AAI-2P,V-NNAI-2P,V,2A,N,N,A,I,2,,P,,
R-ASN,CONJ,CONJ,,,,,,,,,,
V-IAI-1P,V-RIAI-1P,V,I,R,I,A,I,1,,P,,
V-PMP-APM,V-NIAP-APM,V,P,N,I,A,P,,A,P,M,
N-GSN,N-ASN,N,,,,,,,A,S,N,
V-APO-3S,V-NNPS-3S,V,2A,N,N,P,S,3,,S,,
V-RAS-2S,V-NIAS-2S,V,R,N,I,A,S,2,,S,,
A-GSF,A-GSF-S,A,,,,,,,G,S,F,S
V-PPS-1P,V-NIMS-1P,V,P,N,I,M,S,1,,P,,
V-FAI-3S/V-PAI-3S,V-FIAI-3S,V,F,F,I,A,I,3,,S,,
V-RAM-2P,V-NIAM-2P,V,R,N,I,A,M,2,,P,,
V-ADI-2P,V-NNMM-2P,V,A,N,N,M,M,2,,P,,
T-NSN/T-ASN,T-NSN,T,,,,,,,N,S,N,
N-NSN/N-ASN,N-NSN,N,,,,,,,N,S,N,
V-2APM-2P,V-NNPS-2P,V,2A,N,N,P,S,2,,P,,
V-PMI-3S/V-PMI-2P,V-RIMI-3S,V,P,R,I,M,I,3,,S,,
V-PPP-NPM,V-NCMP-NPM,V,P,N,C,M,P,,N,P,M,
V-2API-2P,V-NNAI-2P,V,2A,N,N,A,I,2,,P,,
V-2AAS-2P/V-2AAM-2P,V-NNAM-2P,V,2A,N,N,A,M,2,,P,,
V-2FPI-3S,V-FIPI-3P,V,2F,F,I,P,I,3,,P,,
V-FDP-NPM,V-NIMP-NPM,V,F,N,I,M,P,,N,P,M,
R-DSF,T-NSF,T,,,,,,,N,S,F,
V-PAI-1P/V-PAS-1P,V-RIAI-1P,V,P,R,I,A,I,1,,P,,
V-PAI-3S/V-PAS-3S,V-RIAI-3S,V,P,R,I,A,I,3,,S,,
A-GSN,A-GSN-N,A,,,,,,,G,S,N,N
D-ASN,D-ASM,D,,,,,,,A,S,M,
