id,Heb,translit,Hebz,stamgegevens,parent,vergelijk,taal
2597,dannu,dannu,dannu,STERK (Akk),NULL,NULL,NULL
2598,sinnu,sinnu,sinnu,BRONS,NULL,NULL,NULL
2599,מכמתת,m-k-m-t<sup>h</sup>-t<sup>h</sup>,מכמתת,MIKMETAT,NULL,NULL,H
2600,שׁיל,s<sup>h</sup>-j-l,שיל,SILO,NULL,NULL,H
2601,עפני,<sup>ʕ</sup>-p-n-j,עפני,OFNI,NULL,NULL,H
2602,תראלה,t<sup>h</sup>-r-<sup>ʔ</sup>-l-h,תראלה,TARALA,NULL,NULL,H
2603,שׁרוחן,s<sup>h</sup>-r-w-<sup>c</sup>h-l,שרוחנ,SARUCHEN,NULL,NULL,H
2604,גבשׁ,g-b-s<sup>h</sup>,גבש,HOOP (stenen),NULL,NULL,H
2605,תבר,távar,תבר,TABOR,NULL,NULL,H
2606,קטת,q-t-t<sup>h</sup>,קטת,KATTAT,NULL,NULL,H
2607,ידאלה,j-d-<sup>ʔ</sup>-l-h,ידאלה,JIDALA,NULL,NULL,H
2608,שׁיאן,s<sup>h</sup>-j-<sup>ʔ</sup>-l,שיאנ,SION,NULL,NULL,H
2609,אנחרת,<sup>ʔ</sup>-n-<sup>c</sup>h-r-t<sup>h</sup>,אנחרת,ANACHARAT,NULL,NULL,H
2610,אבץ,<sup>ʔ</sup>-b-<sup>t</sup>s,אבצ,EBES,NULL,NULL,H
2611,עמעד,<sup>ʕ</sup>-m-<sup>ʕ</sup>-d,עמעד,AMAD,NULL,NULL,H
2612,נעיאל,n-<sup>ʕ</sup>-j-<sup>ʔ</sup>-l,נעיאל,NEIEL,NULL,NULL,H
2613,צעננים,<sup>t</sup>s-<sup>ʕ</sup>-n-n-j-m,צעננימ,SAANANNIM,NULL,NULL,H
2614,לקום,l-q-w-m,לקומ,LAKKUM,NULL,NULL,H
2615,צר,<sup>t</sup>s-r,צר,SER,NULL,NULL,H
2616,יראון,j-r-<sup>ʔ</sup>-w-l,יראונ,JIRON,NULL,NULL,H
2617,ענת,<sup>ʕ</sup>-n-t<sup>h</sup>,ענת,ANAT,NULL,NULL,H
2618,laqiya,laqiya,laqiya,ONTMOETEN (Arab),NULL,NULL,NULL
2620,עכו,<sup>ʕ</sup>-k-w,עכו,AKKO,NULL,NULL,H
2621,חלב,<sup>c</sup>h-l-b,חלב,BEBOSTE+HEUVEL,NULL,NULL,H
2622,simigar,simigar,simigar,SIMIR+HEEFT+GEGEVEN,NULL,NULL,NULL
2623,סיסרא,s-j-s-r-<sup>ʔ</sup>,סיסרא,SISERA,NULL,NULL,H
2624,קישֹׁון,q-j-sֹׁ-w-l,קישֹׁונ,KISON,NULL,NULL,H
2625,מרוז,m-r-w-z,מרוז,MEROZ,NULL,NULL,H
2626,צררה,<sup>t</sup>s-r-r-h,צררה,SERERA,NULL,NULL,H
2627,טבת,t-b-t<sup>h</sup>,טבת,TABBAT,NULL,NULL,H
2628,צלמנע,<sup>t</sup>s-l-m-n-<sup>ʕ</sup>,צלמנע,SALMUNNA,NULL,NULL,H
2629,qr,qr,qr,WATERBRON,NULL,NULL,NULL
2630,תבץ,t<sup>h</sup>-b-<sup>t</sup>s,תבצ,TEBES,NULL,NULL,H
2631,קמון,q-m-w-l,קמונ,KAMON,NULL,NULL,H
2632,מנית,m-n-j-t<sup>h</sup>,מנית,MINNIT,NULL,NULL,H
2633,abitsan,abitsan,abitsan,VLUG+ZIJN (Arab),NULL,NULL,NULL
2634,פרע,pára<sup>ʕ</sup>,פרע,VERHEVEN (Sab.),NULL,NULL,H
2635,טרה,t-r-h,טרה,VERS,NULL,NULL,H
2636,tachu,tachu,tachu,JONG+DIER,NULL,NULL,NULL
2637,chfn,chfn,chfn,KIKKERVISJE,NULL,NULL,NULL
2638,igru,igru,igru,HUURLOON,NULL,NULL,NULL
2639,kashu,kashu,kashu,GIFT (Akk.),NULL,NULL,NULL
2640,yaʾfuch,yaʾfuch,yaʾfuch,GROOT+VOORHOOFD,NULL,NULL,NULL
2641,חוח,<sup>c</sup>h-w-<sup>c</sup>h,חוח,SPLEET,NULL,NULL,H
2642,צובה,<sup>t</sup>s-w-b-h,צובה,ZOBA,NULL,NULL,H
2643,מעץ,m-<sup>ʕ</sup>-<sup>t</sup>s,מעצ,WOEDEND,NULL,NULL,H
2644,דמים,d-m-j-m,דמימ,DAMMIM,NULL,NULL,H
2645,גלית,g-l-j-t<sup>h</sup>,גלית,GOLIAT,NULL,NULL,H
2646,שׂכו,sׂ-k-w,שכו,UITKIJK,NULL,NULL,H
2647,נב,n-b,נב,NOB,NULL,NULL,H
2648,אכישׁ,<sup>ʔ</sup>-k-j-s<sup>h</sup>,אכיש,AKIS,NULL,NULL,H
2649,חרת,<sup>c</sup>hára-t<sup>h</sup>,חרת,CHERET,NULL,NULL,H
2650,צרה,<sup>t</sup>s-r-h,צרה,MASTIEK,NULL,NULL,H
2651,בשׂור,b-sׂ-w-r,בשור,BESOR,NULL,NULL,H
2652,שׂפמות,sׂ-p-m-w-t<sup>h</sup>,שפמות,SIFMOT,NULL,NULL,H
2653,בענה,b-<sup>ʕ</sup>-n-h,בענה,BAANA,NULL,NULL,H
2654,tsawat,tsawat,tsawat,CITADEL,NULL,NULL,NULL
2655,ברתי,b-r-t<sup>h</sup>-j,ברתי,BEROTAI,NULL,NULL,H
2656,תעו,t<sup>h</sup>-<sup>ʕ</sup>-w,תעו,TOU,NULL,NULL,H
2657,פלתי,p-l-t<sup>h</sup>-j,פלתי,PELETIET,NULL,NULL,H
2658,ציב,<sup>t</sup>s-j-b,ציב,VEZEL,NULL,NULL,H
2659,חילם,<sup>c</sup>h-j-l-m,חילמ,CHELAM,NULL,NULL,H
2660,שׁובך,s<sup>h</sup>-w-b-k,שובכ,SOBAK,NULL,NULL,H
2661,שׁבי,s<sup>h</sup>-b-j,שבי,SOBI,NULL,NULL,H
2662,ברי,b-r-j,ברי,BERIET,NULL,NULL,H
2663,סבכי,s-b-k-j,סבכי,SIBBEKAI,NULL,NULL,H
2664,עצני,<sup>ʕ</sup>-<sup>t</sup>s-n-j,עצני,EZNIET,NULL,NULL,H
2665,אגא,<sup>ʔ</sup>-g-<sup>ʔ</sup>,אגא,KAMEELDOORN,NULL,NULL,H
2666,עלב,<sup>ʕ</sup>-l-b,עלב,HARD+ZIJN (Arab),NULL,NULL,H
2667,ברחמי,b-r-<sup>c</sup>h-m-j,ברחמי,BARCHUMIET,NULL,NULL,H
2668,אחסבי,<sup>ʔ</sup>-<sup>c</sup>h-s-b-j,אחסבי,ACHASBAI,NULL,NULL,H
2669,צלק,<sup>t</sup>s-l-q,צלק,GESPLETEN,NULL,NULL,H
2670,ארונה,<sup>ʔ</sup>-r-w-n-h,ארונה,ARAUNA,NULL,NULL,H
2671,שׁישׁא,s<sup>h</sup>-j-s<sup>h</sup>-<sup>ʔ</sup>,שישא,SISA,NULL,NULL,H
2672,תחפניס,t<sup>h</sup>-<sup>c</sup>h-p-n-j-s,תחפניס,TACHPENES,NULL,NULL,H
2673,junub,junub,junub,VREEMDELING (Arab),NULL,NULL,NULL
2674,צרדה,<sup>t</sup>s-r-d-h,צרדה,SEREDA,NULL,NULL,H
2675,שׁישׁק,s<sup>h</sup>-j-s<sup>h</sup>-q,שישק,SUSAK,NULL,NULL,H
2676,asitu,asitu,asitu,TOREN (Ass),NULL,NULL,NULL
2677,אושׁ,<sup>ʔ</sup>-w-s<sup>h</sup>,אוש,BELONEN,NULL,NULL,H
2678,בקבק,b-q-b-q,בקבק,KLOK+KLOK,NULL,NULL,H
2679,ʾardat,ʾardat,ʾardat,HOUTWORM,NULL,NULL,NULL
2680,chamr,chamr,chamr,HEILIG (Amor.),NULL,NULL,NULL
2681,nims,nims,nims,MARTER,NULL,NULL,NULL
2682,nabata,nabata,nabata,GROEIEN (Arab),NULL,NULL,NULL
2683,פרפר,p-r-p-r,פרפר,PARPAR,NULL,NULL,H
2684,etellu,etellu,etellu,UITMUNTEND,NULL,NULL,NULL
2685,סלא,s-l-<sup>ʔ</sup>,סלא,SILLA,NULL,NULL,H
2686,פול,p-w-l,פול,PUL,NULL,NULL,H
2687,tukulti,tukulti,tukulti,VERTROUWEN (Ass),NULL,NULL,NULL
2688,apil-esarra,apil-esarra,apil-esarra,EERSTGEBORENE+van+de+TEMPEL+van+ASSUR,NULL,NULL,-
2689,shulmanu-ashared,shulmanu-ashared,shulmanu-ashared,SULMANU+is+UITMUNTEND,NULL,NULL,-
2690,סוא,s-w-<sup>ʔ</sup>,סוא,SO,NULL,NULL,H
2691,חלח,<sup>c</sup>h-l-<sup>c</sup>h,חלח,CHALACH,NULL,NULL,H
2692,חבור,<sup>c</sup>h-b-w-r,חבור,CHABOR,NULL,NULL,H
2693,guzana,guzana,guzana,GOZAN,NULL,NULL,NULL
2694,kutu,kutu,kutu,KUTA,NULL,NULL,NULL
2695,sippar,sippar,sippar,SEFARWAIM,NULL,NULL,NULL
2696,בנות,b-n-w-t<sup>h</sup>,בנות,BENOT,NULL,NULL,H
2697,נרגל,n-r-g-l,נרגל,NERGAL,NULL,NULL,H
2698,אשׁימא,<sup>ʔ</sup>-s<sup>h</sup>-j-m-<sup>ʔ</sup>,אשימא,ASIMA,NULL,NULL,H
2699,נבחז,n-b-<sup>c</sup>h-z,נבחז,NIBCHAZ,NULL,NULL,H
2700,תרתק,t<sup>h</sup>-r-t<sup>h</sup>-q,תרתק,TARTAK,NULL,NULL,H
2701,sin,sin,sin,SIN,NULL,NULL,NULL
2702,eriba,eriba,eriba,HERSTELT (akk),NULL,NULL,NULL
2703,uballit,uballit,uballit,HEEFT+GERED,NULL,NULL,NULL
2704,tartanu,tartanu,tartanu,TARTAN,NULL,NULL,NULL
2705,saqe,saqe,saqe,HOGE (Ass),NULL,NULL,NULL
2706,שׁבנה,s<sup>h</sup>-b-n-h,שבנה,SEBNA,NULL,NULL,H
2707,הנע,h-n-<sup>ʕ</sup>,הנע,HENA,NULL,NULL,H
2708,tʾ-h-r-w-q,tʾ-h-r-w-q,tʾ-h-r-w-q,TIRHAKA,NULL,NULL,-
2709,תלאשׂר,t<sup>h</sup>-l-<sup>ʔ</sup>-sׂ-r,תלאשר,TELASSER,NULL,NULL,H
2710,נסרך,n-s-r-k,נסרכ,NISROK,NULL,NULL,H
2750,kudurru,kudurru,kudurru,OPVOLGER,NULL,NULL,NULL
2712,achu-idinna,achu-idinna,achu-idinna,GEEFT+BROEDER,NULL,NULL,-
2713,amarutuk,amarutuk,amarutuk,STIERKALF+VAN+ZONNEGOD,NULL,NULL,NULL
2714,apla-iddin,apla-iddin,apla-iddin,GEEFT+ZOON,NULL,NULL,-
2715,nakamti,nakamti,nakamti,SCHATHUIS,NULL,NULL,NULL
2716,חרחס,<sup>c</sup>h-r-<sup>c</sup>h-s,חרחס,CHARCHAS,NULL,NULL,H
2717,נכה,nác<sup>h</sup>áh,נכה,NEKO,NULL,NULL,H
2718,nabu,nabu,nabu,NABU,NULL,NULL,NULL
2719,nabuzer-iddin,nabuzer-iddin,nabuzer-iddin,NEBU+GEEFT+NAKOMELINGEN,NULL,NULL,-
2720,awil,awil,awil,AANBIDDER,NULL,NULL,NULL
2721,skty,skty,skty,SCHIP (Egyp.),NULL,NULL,NULL
2722,רעל,rá<sup>ʕ</sup>al,רעל,SLUIEREN,NULL,NULL,H
2723,בתה,b-t<sup>h</sup>-h,בתה,PLOTSELINGE+ONDERGANG,NULL,NULL,H
2724,שׂפח,sáfa<sup>c</sup>h,שפח,VERGIETEN (Arab.),NULL,NULL,H
2725,גזר,gázar,גזר,VERSLINDEN (Arab.),NULL,NULL,H
2726,כרכמישׁ,k-r-k-m-j-s<sup>h</sup>,כרכמיש,KARKEMIS,NULL,NULL,H
2727,נשׂר,n-sׂ-r,נשר,ZAGEN,NULL,NULL,H
2728,ktmt,ktmt,ktmt,GOUD (Egyp),NULL,NULL,NULL
2729,wahtsat,wahtsat,wahtsat,STUK+LAND (Arab),NULL,NULL,NULL
2730,נמרים,n-m-r-j-m,נמרימ,HEILZAME+WATEREN,NULL,NULL,H
2731,מף,m-p,מפ,MOF,NULL,NULL,H
2732,sarru-kin,sarru-kin,sarru-kin,KONING+IS+LEGITIEM (Akk),NULL,NULL,-
2733,mdch,mdch,mdch,SCHEEPSWERF (Egyp),NULL,NULL,NULL
2734,חנס,<sup>c</sup>h-n-s,חנס,CHANES,NULL,NULL,H
2735,כורשׁ,k-w-r-s<sup>h</sup>,כורש,KORES,NULL,NULL,H
2736,belu,belu,belu,HEER (Akk),NULL,NULL,NULL
2752,סכים,s-k-j-m,סכימ,SEKIM,NULL,NULL,H
2738,סינים,s-j-n-j-m,סינימ,SINIM,NULL,NULL,H
2739,engar,engar,engar,BOER (Sum),NULL,NULL,NULL
2740,תחפנחס,t<sup>h</sup>-<sup>c</sup>h-p-n-<sup>c</sup>h-s,תחפנחס,TACHPANCHES,NULL,NULL,H
2741,כתם,ká-t<sup>h</sup>am,כתמ,VLEKKEN,NULL,NULL,H
2742,ערב,<sup>ʕ</sup>árav,ערב,BEVALLIG,NULL,NULL,H
2743,אופז,<sup>ʔ</sup>-w-p-z,אופז,UFAZ,NULL,NULL,H
2744,pʾsry,pʾsry,pʾsry,ZOON (Egyp),NULL,NULL,NULL
2745,sesku,sesku,sesku,SESAK,NULL,NULL,NULL
2746,מורשׁת,m-w-r-s<sup>h</sup>-t<sup>h</sup>,מורשת,MORESET,NULL,NULL,H
2747,chabasu,chabasu,chabasu,OPGEWEKT+MAKEN,NULL,NULL,NULL
2751,sumgir,sumgir,sumgir,SAMGAR,NULL,NULL,NULL
2748,usur,usur,usur,BESCHERMEN (Akk),NULL,NULL,NULL
2753,sezibanni,sezibanni,sezibanni,RED+MIJ (Akk),NULL,NULL,NULL
2754,בעליס,b-<sup>ʕ</sup>-l-j-s,בעליס,BAALIS,NULL,NULL,H
2755,Wʾḥ-yb-rꜥ,Wʾḥ-yb-rꜥ,Wʾḥ-yb-rꜥ,RA+IS+CONSTANT+VAN+HART,NULL,NULL,-
2756,אמון,<sup>ʔ</sup>-m-w-l,אמונ,AMON,NULL,NULL,H
2757,nt,nt,nt,NO,NULL,NULL,NULL
2758,שׁעט,s<sup>h</sup>-<sup>ʕ</sup>-t,שעט,STAMPEN (hoeven),NULL,NULL,H
2759,חגה,<sup>c</sup>h-g-h,חגה,TERUGTREKKEN,NULL,NULL,H
2760,pukudu,pukudu,pukudu,PEKOD,NULL,NULL,NULL
2761,mannai,mannai,mannai,MINNI,NULL,NULL,NULL
2762,נער,ná<sup>ʕ</sup>ar,נער,BROMMEN,NULL,NULL,H
2763,kabarru,kabarru,kabarru,KANAAL,NULL,NULL,NULL
2764,דבלה,d-b-l-h,דבלה,DIBLA,NULL,NULL,H
2765,dummu-zi,dummu-zi,dummu-zi,WETTIGE+ZOON,NULL,NULL,-
2766,שׁעה,s<sup>h</sup>á<sup>ʕ</sup>ah,שעה,SCHOONWRIJVEN,NULL,NULL,H
2767,parsa,parsa,parsa,PERZIE,NULL,NULL,NULL
2768,חילך,<sup>c</sup>h-j-l-k,חילכ,CHELEK,NULL,NULL,H
2769,ודן,w-d-l,ודנ,WEDAN,NULL,NULL,H
2770,כנה,kánáh,כנה,KANNE,NULL,NULL,H
2771,כלמד,k-l-m-d,כלמד,KILMAD,NULL,NULL,H
2772,סונה,s-w-n-h,סונה,SYENE,NULL,NULL,H
2773,כוב,k-w-b,כוב,KUB,NULL,NULL,H
2774,pr,pr,pr,HUIS (Egyp.),NULL,NULL,NULL
2775,b'stt,b'stt,b'stt,BESET,NULL,NULL,NULL
2776,שׁשׁא,s<sup>h</sup>ás<sup>h</sup>a<sup>ʔ</sup>,ששא,MEELOPEN,NULL,NULL,H
2777,ארה,<sup>ʔ</sup>áráh,ארה,VUURPUT,NULL,NULL,H
2778,סברים,s-b-r-j-m,סברימ,SIBRAIM,NULL,NULL,H
2779,שׁלמן,s<sup>h</sup>-l-m-l,שלמנ,SALMAN,NULL,NULL,H
2780,ארבאל,<sup>ʔ</sup>-r-b-<sup>ʔ</sup>-l,ארבאל,ARBEL,NULL,NULL,H
2781,ספרד,s-p-r-d,ספרד,SEFARAD,NULL,NULL,H
2782,ישׁח,j-s<sup>h</sup>-<sup>c</sup>h,ישח,VUIL,NULL,NULL,H
2783,אלקשׁ,<sup>ʔ</sup>-l-q-s<sup>h</sup>,אלקש,ELKOS,NULL,NULL,H
2784,לוב,l-w-b,לוב,LIBIE,NULL,NULL,H
2785,hambaququ,hambaququ,hambaququ,HABAKKUK,NULL,NULL,NULL
2786,שׁגיון,s<sup>h</sup>-g-j-w-l,שגיונ,KLAAGZANG,NULL,NULL,H
2787,darayawaus,darayawaus,darayawaus,DARIUS,NULL,NULL,NULL
2788,חדרך,<sup>c</sup>h-d-r-k,חדרכ,CHADRAK,NULL,NULL,H
2789,גחה,gá<sup>c</sup>háh,גחה,UITTREKKEN (Arab.),NULL,NULL,H
2790,רון,run,רונ,BEDWELMEN,NULL,NULL,H
2791,טושׂ,tus,טוש,ZWEVEN,NULL,NULL,H
2792,ימימה,j-m-j-m-h,ימימה,TORTELDUIF,NULL,NULL,H
2793,יקה,j-q-h,יקה,ZORGEN,NULL,NULL,H
2794,urfat,urfat,urfat,MET+MANEN,NULL,NULL,NULL
2795,חרז,<sup>c</sup>h-r-z,חרז,RIJGEN,NULL,NULL,H
2796,פג,p-g,פג,ONRIJPE+VIJG,NULL,NULL,H
2797,שׁדה,s<sup>h</sup>-d-h,שדה,DAME,NULL,NULL,H
2798,chsayarsa,chsayarsa,chsayarsa,MACHTIG+OOG,NULL,NULL,NULL
2799,sindhu,sindhu,sindhu,GROTE+RIVIER,NULL,NULL,NULL
2800,susan,susan,susan,SUSA,NULL,NULL,NULL
2801,birtu,birtu,birtu,CITADEL (Akk.),NULL,NULL,NULL
2802,prtwm,prtwm,prtwm,ARISTOCRAAT,NULL,NULL,NULL
2803,vahista,vahista,vahista,BESTE,NULL,NULL,NULL
2804,מהומן,m-h-w-m-l,מהומנ,MEHUMAN,NULL,NULL,H
2805,בזתא,b-z-t<sup>h</sup>-<sup>ʔ</sup>,בזתא,BIZTA,NULL,NULL,H
2806,חרבונא,<sup>c</sup>h-r-b-w-n-<sup>ʔ</sup>,חרבונא,EZELRIJDER,NULL,NULL,H
2807,בגתא,b-g-t<sup>h</sup>-<sup>ʔ</sup>,בגתא,GIFT+VAN+GOD,NULL,NULL,H
2808,אבגתא,<sup>ʔ</sup>-b-g-t<sup>h</sup>-<sup>ʔ</sup>,אבגתא,ABAGTA,NULL,NULL,H
2809,zaitar,zaitar,zaitar,VEROVERAAR (Pers.),NULL,NULL,NULL
2810,karkas,karkas,karkas,GIER (Pers.),NULL,NULL,NULL
2811,karsna,karsna,karsna,KARSENA,NULL,NULL,NULL
2812,שׁתר,s<sup>h</sup>-t<sup>h</sup>-r,שתר,SETAR,NULL,NULL,H
2813,adamayita,adamayita,adamayita,ONOVERWONNEN,NULL,NULL,NULL
2814,מרס,m-r-s,מרס,MERES,NULL,NULL,H
2815,מרסנא,m-r-s-n-<sup>ʔ</sup>,מרסנא,MARSENA,NULL,NULL,H
2816,ממוכן,m-m-w-k-l,ממוכנ,MEMUKAN,NULL,NULL,H
2817,הגי,h-g-j,הגי,HEGAI,NULL,NULL,H
2818,מרדך,m-r-d-k,מרדכ,MARDUK,NULL,NULL,H
2819,istar,istar,istar,ISTAR,NULL,NULL,NULL
2820,שׁעשׁגז,s<sup>h</sup>-<sup>ʕ</sup>-s<sup>h</sup>-g-z,שעשגז,SAASGAZ,NULL,NULL,H
2821,תרשׁ,t<sup>h</sup>-r-s<sup>h</sup>,תרש,TERES,NULL,NULL,H
2822,humayun,humayun,humayun,DE+GROTE (Pers.),NULL,NULL,NULL
2823,data,data,data,GEVEN (Pers.),NULL,NULL,NULL
2824,puru,puru,puru,LOT (Akk.),NULL,NULL,NULL
2825,patsagn,patsagn,patsagn,KOPIE,NULL,NULL,NULL
2826,התך,h-t<sup>h</sup>-k,התכ,HATAK,NULL,NULL,H
2827,ישׁט,jás<sup>h</sup>at,ישט,VOORUIT+STEKEN,NULL,NULL,H
2828,זרשׁ,z-r-s<sup>h</sup>,זרש,ZERES,NULL,NULL,H
2829,אחשׁתרן,<sup>ʔ</sup>-<sup>c</sup>h-s<sup>h</sup>-t<sup>h</sup>-r-l,אחשתרנ,KONINKLIJK,NULL,NULL,H
2830,כרך,k-r-k,כרכ,OMHEEN+DOEN,NULL,NULL,H
2831,פרשׁנדתא,p-r-s<sup>h</sup>-n-d-t<sup>h</sup>-<sup>ʔ</sup>,פרשנדתא,DE+ZOEKENDE,NULL,NULL,H
2832,אספתא,<sup>ʔ</sup>-s-p-t<sup>h</sup>-<sup>ʔ</sup>,אספתא,ASPATA,NULL,NULL,H
2833,פורתא,p-w-r-t<sup>h</sup>-<sup>ʔ</sup>,פורתא,PORATA,NULL,NULL,H
2834,אדליא,<sup>ʔ</sup>-d-l-j-<sup>ʔ</sup>,אדליא,ADALJA,NULL,NULL,H
2835,ארי,<sup>ʔ</sup>-r-j,ארי,HARI,NULL,NULL,H
2836,fara-ma-ista,fara-ma-ista,fara-ma-ista,DE+ALLER+EERSTE,NULL,NULL,-
2837,אריסי,<sup>ʔ</sup>-r-j-s-j,אריסי,ARISAI,NULL,NULL,H
2838,ארדי,<sup>ʔ</sup>-r-d-j,ארדי,ARIDAI,NULL,NULL,H
2839,ויזתא,w-j-z-t<sup>h</sup>-<sup>ʔ</sup>,ויזתא,WAIZATA,NULL,NULL,H
2840,egertu,egertu,egertu,BRIEF (Bab.),NULL,NULL,NULL
2841,aspazakan,aspazakan,aspazakan,HUISMEESTER,NULL,NULL,NULL
2842,balat,balat,balat,LEVEN (Akk.),NULL,NULL,NULL
2843,adaru,adaru,adaru,BANG (Bab.),NULL,NULL,NULL
2844,מישׁך,m-j-s<sup>h</sup>-k,מישכ,MESAK,NULL,NULL,H
2845,duru,duru,duru,STADSMUUR (Akk.),NULL,NULL,NULL
2846,אזד,<sup>ʔ</sup>-z-d,אזד,PUBLIEK,NULL,NULL,H
2847,נול,n-w-l,נול,MESTHOOP (leenw.),NULL,NULL,H
2848,bab,bab,bab,POORT (Akk.),NULL,NULL,NULL
2849,mana,mana,mana,MINA,NULL,NULL,NULL
2850,שׁמשׁ,s<sup>h</sup>ámas<sup>h</sup>,שמש,DIENEN (Aram.),NULL,NULL,H
2851,כרה,káráh,כרה,ZIEK (Aram.),NULL,NULL,H
2852,אולי,<sup>ʔ</sup>-w-l-j,אולי,ULAI,NULL,NULL,H
2853,mitra,mitra,mitra,MITRAS,NULL,NULL,NULL
2854,ganza-bara,ganza-bara,ganza-bara,SCHATBEWAARDER,NULL,NULL,-
2855,samas,samas,samas,SAMAS,NULL,NULL,NULL
2856,kurtal,kurtal,kurtal,CONTAINER (Hitt.),NULL,NULL,NULL
2857,baga,baga,baga,GOD (Pers.),NULL,NULL,NULL
2858,archu,archu,archu,KOE (Akk.),NULL,NULL,NULL
2859,זתוא,z-t<sup>h</sup>-w-<sup>ʔ</sup>,זתוא,ZATTU,NULL,NULL,H
2860,bebe,bebe,bebe,KIND (Bab.),NULL,NULL,NULL
2861,בצי,b-<sup>t</sup>s-j,בצי,BESAI,NULL,NULL,H
2862,לד,l-d,לד,LOD,NULL,NULL,H
2863,עקב,<sup>ʕ</sup>áqav,עקב,BEWAKEN,NULL,NULL,H
2864,חטט,<sup>c</sup>h-t-t,חטט,DOORBOORDE+VOET,NULL,NULL,H
2865,dd-chr,dd-chr,dd-chr,GEZICHT+SPREEKT,NULL,NULL,-
2866,חשׂף,<sup>c</sup>hásaf,חשפ,SNELLEN,NULL,NULL,H
2867,סיע,s-j-<sup>ʕ</sup>,סיע,HELPEN (Syr.),NULL,NULL,H
2868,גחר,g-<sup>c</sup>h-r,גחר,WEINIG+REGEN,NULL,NULL,H
2869,בסי,b-s-j,בסי,BESAI,NULL,NULL,H
2870,אסנא,<sup>ʔ</sup>-s-n-<sup>ʔ</sup>,אסנא,DOORNSTRUIK (Aram.),NULL,NULL,H
2871,chaqafa,chaqafa,chaqafa,GEBOGEN (Arab.),NULL,NULL,NULL
2872,מחידא,m-<sup>c</sup>h-j-d-<sup>ʔ</sup>,מחידא,MECHIDA,NULL,NULL,H
2873,קוס,q-w-s,קוס,KOS,NULL,NULL,H
2874,תמח,t<sup>h</sup>-m-<sup>c</sup>h,תמח,TAMACH,NULL,NULL,H
2875,darq,darq,darq,HARD (Arab.),NULL,NULL,NULL
2876,חטל,<sup>c</sup>h-t-l,חטל,PRAATGRAAG,NULL,NULL,H
2877,פכר,p-k-r,פכר,BINDEN (Syr.),NULL,NULL,H
2878,כרוב,k-r-w-b,כרוב,KERUB,NULL,NULL,H
2879,אדון,<sup>ʔ</sup>-d-w-l,אדונ,ADDON,NULL,NULL,H
2880,ארתחשׁשׂתא,<sup>ʔ</sup>-r-t<sup>h</sup>-<sup>c</sup>h-s<sup>h</sup>-sׂ-t<sup>h</sup>-<sup>ʔ</sup>,ארתחששתא,ARTACHSASTA,NULL,NULL,H
2881,targummu,targummu,targummu,VERTALEN (Akk.),NULL,NULL,NULL
2882,frastaka,frastaka,frastaka,MAGISTRAAT (Pers.),NULL,NULL,NULL
2883,טרפלי,t-r-p-l-j,טרפלי,AMBTENAAR (Pers.),NULL,NULL,H
2884,אפרסי,<sup>ʔ</sup>-p-r-s-j,אפרסי,SECRETARIS,NULL,NULL,H
2885,אסנפר,<sup>ʔ</sup>-s-n-p-r,אסנפר,ASNAPPAR,NULL,NULL,H
2886,ussu,ussu,ussu,FUNDERING,NULL,NULL,NULL
2887,biltu,biltu,biltu,TRIBUUT,NULL,NULL,NULL
2888,ilku,ilku,ilku,CIJNS,NULL,NULL,NULL
2889,תתני,t<sup>h</sup>-t<sup>h</sup>-n-j,תתני,TATTENAI,NULL,NULL,H
2890,בוזני,b-w-z-n-j,בוזני,BOZNAI,NULL,NULL,H
2891,prasaka,prasaka,prasaka,BESTUURDER (Pers.),NULL,NULL,NULL
2893,חטושׁ,<sup>c</sup>h-t-w-s<sup>h</sup>,חטוש,CHATTUS,NULL,NULL,H
2894,wꜥy,wꜥy,wꜥy,STERK+ZIJN (Arab.),NULL,NULL,NULL
2895,אהוא,<sup>ʔ</sup>-h-w-<sup>ʔ</sup>,אהוא,AHAWA,NULL,NULL,H
2896,אדו,<sup>ʔ</sup>-d-w,אדו,IDDO,NULL,NULL,H
2897,קל,q-l,קל,KELA,NULL,NULL,H
2898,ʾwy,ʾwy,ʾwy,ALS+GAST+ONTVANGEN (Arab.),NULL,NULL,NULL
2899,vanya,vanya,vanya,LIEFELIJK (Pers.),NULL,NULL,NULL
2900,מכנדבי,m-k-n-d-b-j,מכנדבי,MAKNADBA,NULL,NULL,H
2901,musezib,musezib,musezib,REDDEN (Arab.),NULL,NULL,NULL
2902,ידון,j-d-w-l,ידונ,JADON,NULL,NULL,H
2903,מרנת,m-r-n-t<sup>h</sup>,מרנת,MERONOT,NULL,NULL,H
2904,חרהיה,<sup>c</sup>h-r-h-j-h,חרהיה,CHARACHJA,NULL,NULL,H
2905,ydy,ydy,ydy,VOORDEEL+DOEN (Arab.),NULL,NULL,NULL
2906,בוי,b-w-j,בוי,BAWWAI,NULL,NULL,H
2907,אוזי,<sup>ʔ</sup>-w-z-j,אוזי,UZAI,NULL,NULL,H
2908,צלף,<sup>t</sup>s-l-p,צלפ,KAPPERTJESSTRUIK,NULL,NULL,H
2909,חשׁבדנה,<sup>c</sup>h-s<sup>h</sup>-b-d-n-h,חשבדנה,CHASBADDANA,NULL,NULL,H
